day_of_week,hour_sin,hour_cos,ride_name,wait_time
4,-0.7071067811865477,0.7071067811865474,Mad Tea Party,5.0
5,0.7071067811865476,-0.7071067811865475,Mad Tea Party,5.0
5,0.49999999999999994,-0.8660254037844387,Mad Tea Party,10.0
5,0.49999999999999994,-0.8660254037844387,Mad Tea Party,10.0
5,0.49999999999999994,-0.8660254037844387,Mad Tea Party,15.0
5,0.258819045102521,-0.9659258262890682,Mad Tea Party,20.0
5,0.258819045102521,-0.9659258262890682,Mad Tea Party,15.0
5,1.2246467991473532e-16,-1.0,Mad Tea Party,10.0
5,1.2246467991473532e-16,-1.0,Mad Tea Party,15.0
5,-0.2588190451025208,-0.9659258262890683,Mad Tea Party,20.0
5,-0.2588190451025208,-0.9659258262890683,Mad Tea Party,15.0
5,-0.2588190451025208,-0.9659258262890683,Mad Tea Party,25.0
5,-0.4999999999999997,-0.8660254037844388,Mad Tea Party,15.0
5,-0.4999999999999997,-0.8660254037844388,Mad Tea Party,15.0
5,-0.7071067811865471,-0.7071067811865479,Mad Tea Party,5.0
